ID,Title,Body,Child_age,Related_articles,Related_video_articles,Related_activities,Translation_language,Moderation_state
7036,Vizaton pamje të sakta të trupit të njeriut dhe forma të thjeshta,"<p>Vizaton figurën njerëzore me pjesë të dukshme; mund të vizatojë një rreth, trekëndësh dhe figura të tjera gjeometrike. </p>",,,,,al-sq,published
7041,Përdor fjali me pesë ose më shumë fjalë; përdor fjalët për t'u shprehur për të ardhmen,"<p>Bashkon fjalët për të shprehur idetë e saj/tij; mund të thotë se çfarë ""do"" ose ""mund"" të ndodhë në të ardhmen.</p>",,,,7486,al-sq,published
7046,Mund të tregojë ose të ritregojë një pjesë të një historie,"<p>Në mënyrë të pavarur ritregon idetë kryesore të një historie ose të pjesës së preferuar të historisë, siç mund t'ia sugjerojë i rrituri.</p>",,,,,al-sq,published
7056,Mund të numërojë deri në dhjetë dhe të emërtojë dhjetë gjësende pa gabime,"<p>Gjithashtu mund të thotë ""e para, e dyta"", deri në 10, të numëroj ditët e javës dhe muajt.</p>",,,,,al-sq,published
7061,"Emërton në mënyrë korrekte, të paktën katër ngjyra","<p>Njohja e ngjyrave përfshin disa ngjyra si lejla dhe portokalli (dhe jo vetëm të kuqe, të verdhë, apo blu). </p>",,,,7511,al-sq,published
7066,"Kupton konceptet e kohës ""më parë"" dhe ""më pas""",<p>Shpjegon atë që ka ndodhur para dhe pas një ngjarje; mund të vendosë stinët e vitit sipas rregullit (për shembull vera vjen pas pranverës). </p>,,,,7506,al-sq,published
7071,Mund të shpjegoj se si përdoren objektet e përditshme,<p>Shpjegon se si përdoren gjërat si celulari apo paratë në jetën e përditshme.</p>,,,,,al-sq,published
7076,Zgjedh të marrë pjesë në aktivitete krijuese,"<p>Përfshihet në aktivitete të tilla si këndimi dhe vallëzimi, vizatimi dhe pikturimi, modelimi me argjilë ose materiale të tjera dhe aktivitete të tjera krijuese.</p>",,,,,al-sq,published
7081,Përdor aftësi për të marrë pjesë në mënyrë të pavarur në rutinat e përditshme dhe aktivitetet sociale,"<p>Mund të vishen dhe të zhvishen në mënyrë të pavarur, përdor një lugë dhe pirun, përdor tualetin vetëm dhe lan duart. Mund të ndahet nga prindërit dhe të përfshihet në aktivitete të pavarura sociale. </p>",,,,7526,al-sq,published
7086,Merr pjesë në aktivitete të ndryshme që kërkojnë shkathtësi të lartë fizike,"<p>Në gjendje të qëndrojë me njërën këmbë, të gjuajë saktë një top, si dhe të godasë me top një objektiv etj. </p>",,,,7531,al-sq,published
7091,"Mund të vizatoj forma të ndërlikuara, të shkruaj shkronjat dhe të bëjë vizatime të detajuara","<p>Mund të vendos detaje reale në vizatime, bënë vizatime më të ndërlikuara, përdor materialet për vizatim dhe ngjyrosje me shkathtësi, kur e ka mundësinë.</p>",,,,,al-sq,published
7096,Përdor fjali komplekse,"<p>Fjalitë janë gjithnjë e më komplekse. Për shembull, fëmija e përdor saktë kohën e tashme, të shkuarën dhe të ardhmen.</p>",,,,7541,al-sq,published
7101,Njeh shkronjat e alfabetit dhe ka disa aftësi leximi,"<p>Mund të njohë shumicën e shkronjave të alfabetit dhe mund të lexojë fjalë të thjeshta me rrokje themelore, si një dyqan, një libër, ma-mi, ba-bi etj. </p>",,,,7546,al-sq,published
7106,Tregon një histori të plotë,"<p>Fëmija arrin të ri-tregojë në mënyrë të përmbledhur një histori të caktuar, plotësisht në mënyrë të pavarur dhe të saktë, duke treguar ngjarjet sipas një rendi kronologjik, pra ngjarje në të cilat ai/ajo ka marrë pjesë, apo një shfaqje televizive.</p>",,,,7826,al-sq,published
7111,"E dinë emrin dhe mbiemrin e tij/saj, moshën dhe adresën e shtëpisë",<p>Ai/ajo din informata bazike për veten e tij/saj dhe mund të i tregoj kur i kërkohet. </p>,,,,,al-sq,published
7116,Kupton se çfarë ndodh në kohë të ndryshme dhe sesi koha kalon,"<p>Kupton kalimin e kohës, kupton se çfarë ndodh në mëngjes, në mesditë dhe në mbrëmje, si dhe mund të planifikojë disa aktivitete.</p>",,,,7851,al-sq,published
7121,Ndjek rregullat e lojërave dhe ndonjëherë ka ide për rregulla të reja,"<p>Ai/ajo i kupton rregullat e vendosura (për shembull, rregullat e lojërave), por herë pas here ai/ajo dëshiron të shtojë disa të reja, që janë të ndryshe. </p>",,,,,al-sq,published
7126,Tregon dëshirë për të marrë përgjegjësi,"<p>Për shembull, ai/ajo fillon të kujdeset për gjërat e tij/saj.</p>",,,,7566,al-sq,published
7131,"Arrin të kuptojë ndryshimin midis lojës reale dhe imagjinare, apo lojërave ""besojmë sikur""","<p>Ai/ajo vetëm krijon histori, ngjarje, personazhe nga imagjinata e tij/saj; i paraqet ato artistikisht, i përshkruan dhe u cakton atyre atribute që nuk janë realiste. Ai/ajo argëtohet ndërsa e bën këtë, i/e vetëdijshëm/e se gjithçka është e mundur në botën e imagjinatës. </p>",,,,7571,al-sq,published
7136,Kupton idetë dhe nevojat e njerëzve të tjerë,<p>Për këtë arsye ai/ajo i kushton më shumë vëmendje asaj që të tjerët duan apo sugjerojnë dhe dëshiron të i përmbush ato – ai/ajo është më bashkëpunuese me shokët/shoqet dhe në funksionimin si ekip.</p>,,,,,al-sq,published
